# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	3579
#@/user_id	75e113b6-15e1-4610-862b-e87c7177b302
lie chu lai 	列出来	c=1 d=0.763379 t=3579
lin shi 	临时	c=1 d=0.19205 t=3579
ling yi ge 	另一个	c=3 d=2.71786 t=3579
liu lan qi 	浏览器	c=9 d=3.44252 t=3579
liu xia 	留下	c=1 d=1 t=3506
liu zhe 	留着	c=1 d=0.625002 t=3579
lu jing 	路径	c=2 d=1.8509 t=3579
lu mao 	撸猫	c=1 d=0.927743 t=3579
lu ping 	录屏	c=3 d=1.91751 t=3579
lu zhi 	录制	c=1 d=1 t=3517
luan 	乱	c=1 d=0.644036 t=3579
luan piao 	乱飘	c=1 d=0.634448 t=3579
luo guo 	落果	c=1 d=0.960789 t=3579
luo tuo 	骆驼	c=2 d=1.90268 t=3579
luo xia 	落下	c=2 d=1.56506 t=3579
luo xia yu gu wu 	落霞与孤鹜	c=1 d=0.895834 t=3579
luo xia yu gu wu qi fei 	落霞与孤鹜齐飞	c=1 d=0.839457 t=3579
ma 	吗	c=50 d=10.1422 t=3579
ma 	嘛	c=2 d=0.574072 t=3579
ma bu 	抹布	c=0 d=0.0690734 t=3579
ma bu xi 	抹布西	c=1 d=0.694197 t=3579
ma shang 	马上	c=3 d=2.48059 t=3579
mai 	买	c=4 d=2.99616 t=3579
mang 	忙	c=1 d=0.980199 t=3579
mao 	毛	c=1 d=0.878095 t=3579
mao 	猫	c=3 d=2.23381 t=3579
mao mi 	猫咪	c=1 d=0.814647 t=3579
mao sha pen 	猫砂盆	c=1 d=0.869358 t=3579
mei 	没	c=6 d=1.44696 t=3579
mei chu xi 	没出息	c=1 d=1 t=3579
mei ci 	每次	c=1 d=0.891366 t=3579
mei mei 	美美	c=1 d=0.582748 t=3579
mei nao zi 	没脑子	c=1 d=0.666977 t=3579
mei nv 	美女	c=1 d=0.729789 t=3579
mei sha 	没啥	c=1 d=0.453845 t=3579
mei shi 	没事	c=1 d=0.565525 t=3579
mei shi 	美食	c=5 d=1.99029 t=3579
mei yi ci 	每一次	c=1 d=0.839457 t=3579
mei you 	没有	c=25 d=7.18547 t=3579
mi a 	米啊	c=0 d=0.0609571 t=3579
mi na 	米娜	c=0 d=0.0612626 t=3579
mi na sang 	米娜桑	c=1 d=0.878095 t=3579
mi you 	米有	c=1 d=0.946485 t=3579
mian bao 	面包	c=2 d=1.88825 t=3579
ming 	命	c=1 d=0.574072 t=3579
ming ling 	命令	c=1 d=0.985112 t=3579
ming ling hang 	命令行	c=1 d=0.814647 t=3579
ming ming 	明明	c=2 d=1.68364 t=3579
ming tian 	明天	c=3 d=1.41151 t=3579
ming wei 	名为	c=1 d=0.882497 t=3579
ming zi 	名字	c=1 d=0.798516 t=3579
mo de 	磨得	c=1 d=0.666977 t=3579
mo kuai 	模块	c=1 d=0.878095 t=3579
mo ni qi 	模拟器	c=1 d=0.790571 t=3579
mo ren 	默认	c=5 d=1.49284 t=3579
mo shi 	模式	c=3 d=1.97265 t=3579
mou mou 	某某	c=1 d=0.831104 t=3579
mu lu 	目录	c=1 d=0.449329 t=3579
mu qian 	目前	c=3 d=1.69632 t=3579
na 	那	c=8 d=1.67262 t=3579
na duan 	那段	c=0 d=0.1 t=3465
na ge 	哪个	c=4 d=1.79595 t=3579
na ge 	那个	c=2 d=0.898786 t=3579
na jiu 	那就	c=1 d=0.683861 t=3579
na li 	哪里	c=2 d=1.70827 t=3579
na li gui le 	哪里贵了	c=1 d=0.99005 t=3579
na me 	那么	c=1 d=0.726149 t=3579
na me duo 	那么多	c=1 d=0.535261 t=3579
na ni 	那你	c=3 d=1.68752 t=3579
na shi 	那是	c=1 d=0.831104 t=3579
na shi sha 	那是啥	c=1 d=0.433874 t=3579
na wo 	那我	c=3 d=1.52907 t=3579
na wo yao 	那我要	c=1 d=0.486752 t=3579
na xie 	哪些	c=2 d=1.20879 t=3579
na ye 	那也	c=1 d=0.965605 t=3579
na you 	哪有	c=1 d=0.532592 t=3579
na zhong 	那种	c=1 d=0.694197 t=3579
nan dao 	难道	c=5 d=1.6491 t=3579
nan dao shi 	难道是	c=1 d=0.474734 t=3579
nan liang 	南梁	c=1 d=0.946485 t=3579
nao 	孬	c=2 d=1.74752 t=3579
nao chu 	闹出	c=1 d=0.955997 t=3579
nao tan 	脑瘫	c=1 d=0.323033 t=3579
nao zi 	脑子	c=3 d=1.94555 t=3579
ne 	呢	c=12 d=3.40422 t=3579
nei 	内	c=1 d=1 t=3520
nei cun 	内存	c=4 d=1.86218 t=3579
nei he 	内核	c=2 d=1.09403 t=3579
nei rong 	内容	c=6 d=2.6993 t=3579
nen 	嫩	c=1 d=0.932394 t=3579
nen gong gu 	嫩巩固	c=1 d=0.818731 t=3579
neng 	能	c=7 d=2.23815 t=3579
neng bu neng 	能不能	c=1 d=0.918512 t=3579
neng gou 	能够	c=3 d=1.97579 t=3579
ni 	你	c=24 d=5.3287 t=3579
ni bu 	你不	c=0 d=0.0755784 t=3579
ni bu dou 	你不都	c=1 d=0.759572 t=3579
ni bu shi 	你不是	c=1 d=0.960789 t=3579
ni dao 	你到	c=1 d=0.932394 t=3579
ni ge 	你个	c=1 d=0.618783 t=3579
ni hao hao 	你好好	c=1 d=0.826959 t=3579
ni he 	你和	c=1 d=0.822835 t=3579
ni hui qu 	你会去	c=1 d=0.923116 t=3579
ni jie 	你姐	c=1 d=0.65377 t=3579
ni jue dui 	你绝对	c=1 d=0.532592 t=3579
ni kan ma 	你看嘛	c=1 d=0.965605 t=3579
ni men 	你们	c=3 d=1.29015 t=3579
ni men ne 	你们呢	c=1 d=0.946485 t=3579
ni neng 	你能	c=2 d=1.81223 t=3579
ni neng shang 	你能上	c=1 d=0.869358 t=3579
ni rang 	你让	c=1 d=0.937067 t=3579
ni shuo 	你说	c=1 d=0.748264 t=3579
ni xia 	你下	c=1 d=0.554327 t=3579
ni ye 	你也	c=1 d=0.782705 t=3579
ni ye yao 	你也要	c=1 d=0.937067 t=3579
ni zai 	你在	c=2 d=1.18909 t=3579
ni zhuang 	你装	c=1 d=1 t=3488
nian 	年	c=1 d=0.985112 t=3579
nie 	捏	c=3 d=2.52187 t=3579
nie zhe 	捏着	c=1 d=0.99005 t=3579
nong 	弄	c=1 d=0.955997 t=3579
nong diu 	弄丢	c=1 d=0.369723 t=3579
nv sheng 	女生	c=1 d=0.927743 t=3579
o 	哦	c=4 d=1.87593 t=3579
o o 	哦哦	c=2 d=1.37018 t=3579
ou 	欧	c=0 d=0.0818731 t=3579
ou nian 	欧鲇	c=0 d=0.0647265 t=3579
pa 	怕	c=1 d=0.66034 t=3579
pa dao 	爬到	c=1 d=0.932394 t=3579
pa de 	爬得	c=1 d=0.759572 t=3579
pa shan 	爬山	c=4 d=2.693 t=3579
pa shi 	怕是	c=1 d=0.319819 t=3579
pai pai 	拍拍	c=1 d=0.878095 t=3579
pai zhao 	拍照	c=1 d=0.839457 t=3579
pan 	盘	c=1 d=0.215456 t=3579
pang bi 	旁比	c=1 d=0.860708 t=3579
pang bian 	旁边	c=1 d=0.869358 t=3579
pao 	跑	c=1 d=0.826959 t=3579
pao chu qu 	跑出去	c=1 d=0.289384 t=3579
pao dao 	跑到	c=2 d=1.19473 t=3579
pao pao bu 	跑跑步	c=1 d=1 t=3579
pei he 	配合	c=1 d=0.895834 t=3579
pei zhi 	配置	c=15 d=5.80446 t=3579
pi fu 	皮肤	c=1 d=0.955997 t=3579
pin cuo 	拼错	c=1 d=0.826959 t=3579
pin xie 	拼写	c=3 d=2.4812 t=3579
ping cuo 	平错	c=1 d=0.941765 t=3579
ping guo 	苹果	c=2 d=1.73926 t=3579
ping lun 	评论	c=1 d=0.767206 t=3579
po 	破	c=1 d=0.980199 t=3579
po an 	破案	c=1 d=0.615697 t=3579
po dong 	破洞	c=1 d=0.995012 t=3579
po le 	破了	c=1 d=0.99005 t=3579
qi 	其	c=2 d=1.74011 t=3579
qi 	器	c=1 d=0.865022 t=3579
qi bu shi 	岂不是	c=1 d=1 t=3492
qi dong 	启动	c=4 d=2.46769 t=3579
qi hei 	漆黑	c=1 d=0.913931 t=3579
qi lai 	起来	c=1 d=0.752014 t=3579
qi shi 	其实	c=2 d=0.826959 t=3579
qi shi ju 	祈使句	c=1 d=1 t=3579
qi ta 	其他	c=12 d=5.03284 t=3579
qi zhong 	其中	c=1 d=0.453845 t=3579
qian 	前	c=1 d=0.666977 t=3579
qian 	千	c=1 d=0.369723 t=3579
qian mian 	前面	c=2 d=0.649896 t=3579
qiang ying 	强硬	c=1 d=0.97531 t=3579
qiao 	敲	c=3 d=2.00003 t=3579
qiao le 	巧了	c=1 d=0.66365 t=3579
qiao xia qu 	敲下去	c=1 d=0.486752 t=3579
qie huan 	切换	c=1 d=0.980199 t=3579
qing 	请	c=4 d=3.00567 t=3579
qing chu 	清楚	c=1 d=0.194952 t=3579
qing chu 	清除	c=1 d=0.19593 t=3579
qing kuan 	请款	c=0 d=0.0900325 t=3579
qing kuan gai 	请款该	c=1 d=0.904837 t=3579
qing kuang 	情况	c=2 d=1.78309 t=3579
qing li 	清理	c=1 d=0.873716 t=3579
qing tian 	晴天	c=1 d=0.305746 t=3579
qiu 	求	c=1 d=0.856415 t=3579
qu 	去	c=5 d=2.08531 t=3579
qu bie 	区别	c=1 d=0.774916 t=3579
qu na 	去拿	c=1 d=0.763379 t=3579
qu shi 	趋势	c=1 d=0.285076 t=3579
quan bu 	全部	c=2 d=1.41441 t=3579
quan xin 	全新	c=1 d=0.970446 t=3579
que 	却	c=2 d=1.52507 t=3579
que sha 	却啥	c=1 d=0.360595 t=3579
que shi 	却是	c=1 d=0.529935 t=3579
que shi 	确实	c=1 d=0.748264 t=3579
qun 	群	c=3 d=1.41565 t=3579
qun te se 	群特色	c=1 d=0.970446 t=3579
qun you 	群友	c=2 d=0.87104 t=3579
ran hou 	然后	c=13 d=4.23463 t=3579
ran hou zhe shi 	然后这是	c=1 d=0.873716 t=3579
rang 	让	c=2 d=1.24883 t=3579
re 	热	c=1 d=0.878095 t=3579
ren 	人	c=4 d=2.48988 t=3579
ren jia 	人家	c=1 d=0.918512 t=3579
ren ne 	人呢	c=1 d=0.690734 t=3579
ru guo 	如果	c=6 d=2.77331 t=3579
ru he 	如何	c=2 d=1.71035 t=3579
ru men 	入门	c=1 d=0.740818 t=3579
ruan jian 	软件	c=2 d=1.53028 t=3579
san jian tao 	三件套	c=1 d=0.657047 t=3579
sha 	啥	c=13 d=3.76086 t=3579
sha de 	啥的	c=1 d=0.57695 t=3579
sha yi si 	啥意思	c=2 d=0.828245 t=3579
shang 	上	c=6 d=1.71442 t=3579
shang an 	上岸	c=1 d=0.873716 t=3579
shang ban 	上班	c=1 d=0.818731 t=3579
shang hai hua 	上海话	c=1 d=0.980199 t=3579
shang ping 	上屏	c=4 d=3.16218 t=3579
shang yi ci 	上一次	c=1 d=0.188247 t=3579
shao 	少	c=1 d=0.960789 t=3579
shao le 	少了	c=1 d=0.697676 t=3579
she bei 	设备	c=1 d=1 t=3530
she ge 	设个	c=1 d=0.447088 t=3579
she xiang tou 	摄像头	c=1 d=0.847894 t=3579
she zhi 	设置	c=9 d=3.41731 t=3579
shei 	谁	c=5 d=2.59738 t=3579
shen huo 	甚或	c=1 d=0.65377 t=3579
shen jing 	神经	c=2 d=1.74745 t=3579
shen me 	什么	c=11 d=3.70218 t=3579
shen mo 	神魔	c=0 d=0.0715338 t=3579
sheng de 	省的	c=1 d=1 t=3536
sheng huo 	生活	c=1 d=0.657047 t=3579
sheng yin 	声音	c=1 d=1 t=3522
shi 	使	c=1 d=0.440432 t=3579
shi 	是	c=71 d=9.94445 t=3579
shi bai 	失败	c=2 d=1.30683 t=3579
shi bi 	势必	c=1 d=0.985112 t=3579
shi bie 	识别	c=3 d=2.85567 t=3579
shi bu shi 	是不是	c=6 d=2.37583 t=3579
shi de 	是的	c=4 d=1.48572 t=3579
shi fang 	释放	c=1 d=0.995012 t=3579
shi fou 	是否	c=1 d=0.97531 t=3579
shi gu 	事故	c=0 d=0.099005 t=3579
shi ha 	是哈	c=1 d=0.995012 t=3579
shi hou 	时候	c=10 d=3.11268 t=3579
shi ji 	实际	c=1 d=0.927743 t=3579
shi jian 	时间	c=3 d=1.3316 t=3579
shi le 	试了	c=1 d=0.923116 t=3579
shi li 	实例	c=2 d=1.57281 t=3579
shi ma 	是吗	c=1 d=0.856415 t=3579
shi nei 	市内	c=2 d=0.789253 t=3579
shi pin 	视频	c=5 d=2.90739 t=3579
shi sha 	是啥	c=27 d=8.61608 t=3579
shi shi kan 	试试看	c=1 d=0.537944 t=3579
shi wei sha 	是为啥	c=1 d=0.985112 t=3579
shi wo 	是我	c=1 d=0.472367 t=3579
shi xian 	实现	c=2 d=0.91236 t=3579
shi yi 	是以	c=0 d=0.0690734 t=3579
shi yi dun shi jin 	是以顿时进	c=1 d=0.694197 t=3579
shi yi shi 	试一试	c=2 d=0.697676 t=3579
shi yi xia 	试一下	c=2 d=1 t=3579
shi yong 	使用	c=7 d=2.81941 t=3579
shi you 	室友	c=1 d=0.900325 t=3579
shi you 	是由	c=0 d=0.097531 t=3579
shi zhe yang 	是这样	c=1 d=1 t=3573
shi zheng 	时政	c=0 d=0.0733447 t=3579
shi zheng de 	时政的	c=1 d=0.737123 t=3579
shou dong 	手动	c=1 d=0.955997 t=3579
shu chu 	输出	c=0 d=0.0891366 t=3579
shu ru 	输入	c=6 d=3.53521 t=3579
shu ru fa 	输入法	c=7 d=2.40353 t=3579
shu yu 	属于	c=1 d=0.856415 t=3579
shu zi 	数字	c=3 d=2.51653 t=3579
shua 	刷	c=1 d=0.778544 t=3579
shua shua 	刷刷	c=1 d=0.644036 t=3579
shua xin 	刷新	c=1 d=0.810584 t=3579
shua yi hui 	刷一会	c=1 d=0.882497 t=3579
shuang wai wai 	爽歪歪	c=1 d=0.932394 t=3579
shui jiao 	睡觉	c=3 d=1.90584 t=3579
shui jiao le 	睡觉了	c=1 d=0.529935 t=3579
shui le 	睡了	c=1 d=0.965605 t=3579
shui yi hui 	睡一会	c=1 d=0.995012 t=3579
shun lu 	顺路	c=1 d=0.904837 t=3579
shun xu 	顺序	c=1 d=0.88692 t=3579
shuo 	说	c=7 d=3.86838 t=3579
shuo dao 	说到	c=1 d=0.628135 t=3579
shuo ming 	说明	c=2 d=1.45347 t=3579
shuo o 	说哦	c=1 d=0.442639 t=3579
shuo sha 	说啥	c=1 d=0.790571 t=3579
sou suo kuang 	搜索框	c=1 d=0.904837 t=3579
su she 	宿舍	c=2 d=1.1465 t=3579
suan 	算	c=1 d=0.995012 t=3579
sui an 	随案	c=1 d=0.650509 t=3579
sui ran 	虽然	c=2 d=1.84626 t=3579
sui shuo 	虽说	c=1 d=0.66034 t=3579
suo yi 	所以	c=2 d=0.941765 t=3579
suo you 	所有	c=1 d=0.612626 t=3579
ta 	他	c=6 d=2.43759 t=3579
ta 	她	c=7 d=3.53121 t=3579
ta 	它	c=1 d=0.927743 t=3579
ta de 	她的	c=1 d=0.995012 t=3579
ta hui 	他会	c=1 d=0.442639 t=3579
ta shuo 	他说	c=2 d=0.927743 t=3579
tai 	太	c=2 d=1.06431 t=3579
tai chang yong 	太常用	c=1 d=0.798516 t=3579
tai duo 	太多	c=1 d=0.860708 t=3579
tai hu 	太湖	c=1 d=0.97531 t=3579
tai tai 	太太	c=1 d=0.778801 t=3579
tan chuang 	弹窗	c=2 d=1.71035 t=3579
tang zai 	躺在	c=1 d=0.559898 t=3579
tao 	套	c=1 d=0.99005 t=3579
te bie 	特别	c=2 d=1.22497 t=3579
te se 	特色	c=0 d=0.0965605 t=3579
ti nei 	体内	c=0 d=0.0923116 t=3579
ti shi fu 	提示符	c=1 d=0.650509 t=3579
ti xing 	提醒	c=2 d=1.81621 t=3579
tian 	天	c=1 d=0.882497 t=3579
tiao 	条	c=1 d=0.718924 t=3579
tiao 	跳	c=1 d=0.937067 t=3579
tie zi 	帖子	c=1 d=0.891366 t=3579
ting hao 	挺好	c=1 d=0.748264 t=3579
ting hao yong de 	挺好用的	c=1 d=0.909373 t=3579
tong chang 	通常	c=1 d=0.511709 t=3579
tong du 	通读	c=1 d=0.904837 t=3579
tong guo 	通过	c=1 d=0.937067 t=3579
tong ji mu lu 	同级目录	c=1 d=0.88692 t=3579
tong ming 	同名	c=1 d=0.909373 t=3579
tong shi 	同事	c=1 d=0.831104 t=3579
tong xue 	同学	c=1 d=0.904837 t=3579
tong yi 	同意	c=1 d=0.677057 t=3579
tou tou 	偷偷	c=0 d=0.0904837 t=3579
tou tou gao su ni 	偷偷告诉你	c=1 d=0.909373 t=3579
tu 	突	c=1 d=0.843665 t=3579
tu biao 	图标	c=1 d=0.737123 t=3579
tu pian 	图片	c=3 d=1.74082 t=3579
tu ran 	突然	c=3 d=2.40809 t=3579
tu xing 	图形	c=1 d=0.540641 t=3579
tuan jian 	团建	c=1 d=0.970446 t=3579
wa 	哇	c=5 d=2.26312 t=3579
wa yao 	瓦窑	c=0 d=0.0744532 t=3579
wa yao lan de 	瓦窑懒得	c=1 d=0.748264 t=3579
wa zi 	袜子	c=3 d=2.79841 t=3579
wai bian 	外边	c=2 d=0.589002 t=3579
wai guan 	外观	c=1 d=0.657047 t=3579
wai mai 	外卖	c=1 d=0.873716 t=3579
wai tou 	外头	c=1 d=0.524663 t=3579
wan 	完	c=2 d=1.51595 t=3579
wan 	玩	c=1 d=0.918512 t=3579
wan an 	晚安	c=4 d=3.08541 t=3579
wan cheng 	完成	c=1 d=0.774916 t=3579
wan dian nao 	玩电脑	c=2 d=1.21162 t=3579
wan quan 	完全	c=2 d=1.204 t=3579
wang 	往	c=1 d=0.932394 t=3579
wang le 	忘了	c=1 d=0.865022 t=3579
wang lu 	网路	c=1 d=0.585669 t=3579
wei 	为	c=4 d=1.43091 t=3579
wei ha 	为哈	c=1 d=0.860708 t=3579
wei hu 	维护	c=1 d=0.680451 t=3579
wei le 	为了	c=1 d=0.70822 t=3579
wei ruan 	微软	c=1 d=0.66034 t=3579
wei sha 	为啥	c=15 d=4.8918 t=3579
wei shen me 	为什么	c=4 d=1.97166 t=3579
wei shi 	喂食	c=1 d=0.860708 t=3579
wei xin 	微信	c=5 d=2.1851 t=3579
wen 	问	c=1 d=0.384812 t=3579
wen jian 	文件	c=13 d=3.81636 t=3579
wen jian jia 	文件夹	c=12 d=7.65561 t=3579
wen jian shu 	文件树	c=1 d=0.878095 t=3579
wen jian xi tong 	文件系统	c=2 d=0.563283 t=3579
wen kai 	文凯	c=2 d=1.58809 t=3579
wen kai 	文楷	c=1 d=0.891366 t=3579
wen ti 	问题	c=7 d=2.88967 t=3579
wen xia 	问下	c=1 d=0.650509 t=3579
wen zi 	文字	c=1 d=0.99005 t=3579
wo 	我	c=139 d=17.3905 t=3579
wo cao 	卧槽	c=1 d=0.932394 t=3579
wo de 	我的	c=1 d=0.97531 t=3579
wo dou shi 	我都是	c=1 d=0.852144 t=3579
wo du 	我读	c=1 d=0.582748 t=3579
wo gai 	我该	c=1 d=0.937067 t=3579
wo hai 	我还	c=1 d=0.882497 t=3579
wo hai shi 	我还是	c=1 d=0.588605 t=3579
wo ji de 	我记得	c=2 d=0.758995 t=3579
wo jiu shi 	我就是	c=1 d=0.856415 t=3579
wo jiu shuo 	我就说	c=1 d=0.909373 t=3579
wo jue de 	我觉得	c=2 d=1.23822 t=3579
wo kan 	我看	c=1 d=0.433874 t=3579
wo men 	我们	c=4 d=1.71281 t=3579
wo qu 	我去	c=1 d=0.83527 t=3579
wo shi 	我是	c=2 d=1.36798 t=3579
wo shi guo 	我试过	c=1 d=0.628135 t=3579
wo shi you 	我是由	c=1 d=0.980199 t=3579
wo ye 	我也	c=3 d=1.51472 t=3579
wo ye shi 	我也是	c=1 d=1 t=3498
wo yi hui 	我一会	c=1 d=0.99005 t=3579
wo yi jing 	我已经	c=1 d=0.484325 t=3579
wo zhe ge 	我这个	c=1 d=0.540641 t=3579
wo zhen de shi 	我真的是	c=1 d=0.802519 t=3579
wo zhen shi 	我真是	c=1 d=0.440432 t=3579
wo zhi 	我只	c=1 d=0.909373 t=3579
wo zhi dao 	我知道	c=1 d=0.891366 t=3579
wo zhi qian 	我之前	c=1 d=0.56836 t=3579
wu chu 	误触	c=1 d=0.865022 t=3579
wu neng 	无能	c=4 d=3.78886 t=3579
xi 	洗	c=3 d=1.72377 t=3579
xi 	西	c=0 d=0.0690734 t=3579
xi guan 	习惯	c=2 d=0.966441 t=3579
xi guan ma 	习惯吗	c=1 d=1 t=3508
xi hua 	细化	c=1 d=0.843665 t=3579
xi huan 	喜欢	c=2 d=1.54287 t=3579
xi tong 	系统	c=13 d=4.4719 t=3579
xi wang 	希望	c=2 d=0.970446 t=3579
xia 	下	c=15 d=6.92812 t=3579
xia 	吓	c=1 d=0.946485 t=3579
xia bo 	下播	c=1 d=1 t=3576
xia lai 	下来	c=1 d=0.516851 t=3579
xia li 	夏利	c=1 d=0.752014 t=3579
xia mian 	下面	c=1 d=0.913931 t=3579
xia tian 	夏天	c=1 d=0.873716 t=3579
xia wa 	夏娃	c=0 d=0.0778801 t=3579
xia wa you lan 	夏娃游览	c=1 d=0.782705 t=3579
xia zai 	下载	c=5 d=2.55038 t=3579
xian 	先	c=8 d=2.49092 t=3579
xian 	闲	c=1 d=0.70822 t=3579
xian bei 	先辈	c=1 d=0.774916 t=3579
xian gou 	限购	c=0 d=0.0923116 t=3579
xian gou ti nei 	限购体内	c=2 d=1.86013 t=3579
xian mu 	羡慕	c=2 d=0.588605 t=3579
xian qi 	嫌弃	c=1 d=0.980199 t=3579
xian shi 	显式	c=1 d=0.625002 t=3579
xian shi 	显示	c=13 d=5.23032 t=3579
xian zai 	现在	c=9 d=3.23795 t=3579
xian zhan hou zou 	先斩后奏	c=1 d=0.965605 t=3579
xiang 	想	c=10 d=3.20384 t=3579
xiang che hui 	想撤回	c=1 d=0.557106 t=3579
xiang dui 	相对	c=1 d=0.603506 t=3579
xiang mu 	项目	c=9 d=3.56839 t=3579
xiang mu ming 	项目名	c=1 d=0.56836 t=3579
xiang tong 	相同	c=2 d=1.62436 t=3579
xiang xin 	相信	c=1 d=0.537944 t=3579
xiang yao 	想要	c=1 d=0.97531 t=3579
xiao 	小	c=2 d=1.40539 t=3579
xiao de 	晓得	c=1 d=0.657047 t=3579
xiao fei 	消费	c=1 d=0.923116 t=3579
xiao gong ju 	小公举	c=1 d=0.852144 t=3579
xiao guo 	效果	c=1 d=1 t=3579
xiao xi 	消息	c=1 d=0.559898 t=3579
xie 	些	c=1 d=0.878095 t=3579
xie 	写	c=27 d=8.05651 t=3579
xie de 	写的	c=2 d=1.59524 t=3579
xie guo 	写过	c=1 d=0.860708 t=3579
xie jin 	写进	c=1 d=0.985112 t=3579
xie le 	写了	c=1 d=0.891366 t=3579
xie yi bian 	写一遍	c=1 d=0.873716 t=3579
xie zai 	写在	c=1 d=0.496585 t=3579
xin 	新	c=1 d=0.790571 t=3579
xin jian 	新建	c=1 d=0.701173 t=3579
xin ku le 	辛苦了	c=1 d=0.951229 t=3579
xin pian 	芯片	c=1 d=0.852144 t=3579
xin shou 	新手	c=2 d=1.0813 t=3579
xin xi 	信息	c=3 d=2.33308 t=3579
xing 	行	c=1 d=0.995012 t=3579
xing ba 	行吧	c=1 d=0.937067 t=3579
xing bu xing 	行不行	c=1 d=0.609571 t=3579
xing jia bi 	性价比	c=1 d=0.203926 t=3579
xing neng 	性能	c=1 d=0.650509 t=3579
xing wei 	行为	c=2 d=1.03874 t=3579
xing wen 	行文	c=1 d=0.715338 t=3579
xing yao 	星耀	c=1 d=0.199888 t=3579
xiong dei 	兄得	c=1 d=0.99005 t=3579
xiu gai 	修改	c=1 d=0.571209 t=3579
xiu mian 	休眠	c=7 d=3.77961 t=3579
xu hang 	续航	c=1 d=0.900325 t=3579
xu yao 	需要	c=7 d=2.66082 t=3579
xuan 	选	c=2 d=1.65005 t=3579
xuan yao 	炫耀	c=1 d=0.790571 t=3579
xuan ze 	选择	c=2 d=0.878095 t=3579
xue 	学	c=0 d=0.0677057 t=3579
xue bu dong 	学不懂	c=1 d=0.865022 t=3579
xue bu xia qu 	学不下去	c=1 d=0.680451 t=3579
xue de 	学得	c=1 d=0.782705 t=3579
xue yi dian 	学一点	c=1 d=0.621885 t=3579
ya ba gu 	牙巴骨	c=0 d=0.099005 t=3579
ya suo 	压缩	c=1 d=0.752014 t=3579
yan 	眼	c=0 d=0.0873716 t=3579
yan guang 	眼光	c=1 d=0.865022 t=3579
yan jiu shi 	研究室	c=1 d=0.83527 t=3579
yan wen zi 	颜文字	c=1 d=0.951229 t=3579
yan yong 	沿用	c=1 d=0.748264 t=3579
yang 	养	c=3 d=1.56468 t=3579
yang gou 	养狗	c=2 d=1.85551 t=3579
yang mao 	养猫	c=3 d=2.04743 t=3579
yao 	要	c=16 d=4.7851 t=3579
yao bei 	要被	c=1 d=0.733447 t=3579
yao gei 	要给	c=1 d=0.737123 t=3579
yao xie 	要写	c=1 d=0.755784 t=3579
yao yong 	要用	c=2 d=0.97315 t=3579
ye 	也	c=14 d=3.24538 t=3579
ye jiu 	也就	c=1 d=0.377192 t=3579
ye neng 	也能	c=2 d=1.3353 t=3579
ye shi 	也是	c=6 d=1.9192 t=3579
ye shou 	野兽	c=1 d=0.771052 t=3579
ye shou xian bei 	野兽先辈	c=1 d=0.782705 t=3579
ye xu shi 	也许是	c=1 d=0.585669 t=3579
ye you 	也有	c=1 d=0.904837 t=3579
yi 	一	c=2 d=1.31807 t=3579
yi bai nian 	一百年	c=1 d=0.571209 t=3579
yi ban 	一般	c=3 d=1.10455 t=3579
yi bu fen 	一部分	c=1 d=0.733447 t=3579
yi dian 	一点	c=1 d=0.955997 t=3579
yi ding 	一定	c=1 d=0.755784 t=3579
yi duan 	一段	c=2 d=1.74385 t=3579
yi dui 	一堆	c=1 d=0.726149 t=3579
yi fu 	衣服	c=2 d=1.65019 t=3579
yi ge 	一个	c=17 d=3.74589 t=3579
yi hou 	以后	c=3 d=1.38388 t=3579
yi hui 	一会	c=2 d=1.86377 t=3579
yi jing 	已经	c=14 d=5.52509 t=3579
yi ju hua 	一句话	c=1 d=0.774916 t=3579
yi kou 	一口	c=1 d=0.995012 t=3579
yi lai 	依赖	c=1 d=1 t=3484
yi qi 	一起	c=1 d=0.83527 t=3579
yi qian 	以前	c=3 d=2.47773 t=3579
yi si 	意思	c=14 d=6.28975 t=3579
yi tian 	一天	c=1 d=0.923116 t=3579
yi tian dao wan 	一天到晚	c=1 d=0.932394 t=3579
yi wei 	以为	c=2 d=1.41952 t=3579
yi xia 	一下	c=3 d=1.73221 t=3579
yi xia 	以下	c=1 d=0.327915 t=3579
yi xie 	一些	c=5 d=2.17434 t=3579
yi yan 	一眼	c=1 d=0.606531 t=3579
yi yang 	一样	c=6 d=2.56987 t=3579
yi zhi ban jie 	一知半解	c=1 d=0.786628 t=3579
yin pin 	音频	c=1 d=1 t=3529
yin ru 	引入	c=1 d=0.946485 t=3579
yin wei 	因为	c=4 d=1.45236 t=3579
ying gai 	应该	c=7 d=2.01695 t=3579
ying le 	赢了	c=1 d=0.904837 t=3579
ying wen 	英文	c=2 d=1.44145 t=3579
ying wen ne 	英文呢	c=1 d=0.740818 t=3579
ying yong 	应用	c=1 d=0.798516 t=3579
ying yu 	英语	c=1 d=0.980199 t=3579
yo 	哟	c=3 d=1.94084 t=3579
yo ou nian 	哟欧鲇	c=1 d=0.650509 t=3579
yong 	用	c=29 d=8.01684 t=3579
yong bu liao 	用不了	c=3 d=0.857029 t=3579
yong de 	用的	c=1 d=0.600496 t=3579
yong fa 	用法	c=1 d=0.25924 t=3579
